country,gdp,unemployment,youth_pct,internet_pct,polity,date,year,month,label,prev_events,log_gdp
Egypt,3668.130103172604,7.289357049886845,33.26090335414196,57.697101721162504,-2.967431918501775,2023-01-01,2023,1,1,1,8.207709883844494
Egypt,3617.3413486028894,7.966319749292152,33.29729853709606,57.22612379067552,-3.013961040385587,2023-02-01,2023,2,1,1,8.193771008824571
Egypt,3638.5051329883454,7.837252426198568,33.421042804426776,57.32441526146018,-2.7737041203078316,2023-03-01,2023,3,1,1,8.199602998912681
Egypt,3589.3570167970706,7.45068563141849,33.18695275745157,56.95630782593747,-2.8763292714412145,2023-04-01,2023,4,1,1,8.186006924113528
Egypt,3575.5339287614192,8.603073134403523,33.41489742590011,57.42428087590513,-2.9490433725380774,2023-05-01,2023,5,1,1,8.182149434085693
Egypt,3554.1414489413005,6.915567142270134,33.21004815362024,57.39302406554109,-3.0263176470311195,2023-06-01,2023,6,1,1,8.17615013017752
Egypt,3656.166455952397,6.625858663463765,33.40061199334528,57.3174003589755,-3.30435233074469,2023-07-01,2023,7,1,1,8.204443934191005
Egypt,3550.0889843973396,7.379050816639252,33.36905192621065,57.27547703902278,-2.9199292044974676,2023-08-01,2023,8,1,1,8.175009591597673
Egypt,3607.16659920525,7.268234502883185,33.03471033073576,57.6814175996006,-3.0804381662656612,2023-09-01,2023,9,1,1,8.190955055062506
Egypt,3587.6130960028972,7.307986837998969,33.31791306117115,57.41664819248103,-3.005189153585988,2023-10-01,2023,10,1,1,8.185521082606718
Egypt,3592.0963115509808,7.364480060165604,33.1293553525688,57.29351657944388,-2.903853958482033,2023-11-01,2023,11,1,1,8.186769592084342
Egypt,3585.617880391568,7.13240851385197,33.34281586149707,57.4779030294981,-3.0615185123803297,2023-12-01,2023,12,1,1,8.184964942833846
France,41105.47251801504,7.850496365241527,17.43707818766283,84.99088257207467,7.963754604823818,2021-01-01,2021,1,1,0,10.623920870275455
France,41490.46782288875,6.930558418633822,17.85577265371647,85.28091574519745,8.103927264615926,2021-02-01,2021,2,1,1,10.63324309045213
France,42440.9954938348,7.912267439209076,17.817772329340883,85.4619338683389,7.968021340207667,2021-03-01,2021,3,1,1,10.655893610798678
France,41116.54670359498,7.913231610835479,18.069930118504583,85.69973887330836,8.119038400169993,2021-04-01,2021,4,1,1,10.624190236471652
France,42023.780229661315,8.170261943997069,17.452697514687586,85.68924281278765,8.194724831636599,2021-05-01,2021,5,1,1,10.646014728748836
France,41509.85524157241,7.372538590133025,18.061029663557992,85.49484610709241,7.934458970739023,2021-06-01,2021,6,1,1,10.633710244100858
France,40934.66881634002,7.997470555557169,17.735982432768978,85.763266717754,8.249466126562808,2021-07-01,2021,7,1,1,10.61975706017323
France,41110.315207309905,6.908606552708854,17.874124432120002,85.65925015909693,8.011452519048019,2021-08-01,2021,8,1,1,10.624038671773997
France,42209.5065617106,7.503485962028701,17.71279794201533,85.46418873936261,8.077334856099027,2021-09-01,2021,9,1,1,10.650424439692701
France,41013.536647183646,7.367130924802076,17.719825775986305,85.95016137218536,8.005419942075045,2021-10-01,2021,10,1,1,10.621681835217938
France,40577.14451197569,6.849455257830311,18.15649686958311,85.46741444995813,8.062532922390517,2021-11-01,2021,11,1,1,10.61098488813471
France,42024.05029025859,8.277145576265019,18.021610971074317,85.5369092049441,7.927951756656364,2021-12-01,2021,12,1,1,10.646021154950903
France,41843.73728421814,7.842671657931409,17.66019187827221,85.55661304803606,7.993811845026069,2022-01-01,2022,1,1,1,10.641721316139657
France,42004.037547473585,7.862953688740095,18.150379012702633,85.73784546741636,7.938471897743029,2022-02-01,2022,2,1,1,10.645544831679599
France,41013.512924780225,8.06223124555014,17.75131595243691,85.72318058784855,7.8493132267991435,2022-03-01,2022,3,1,1,10.621681256827635
France,41051.830662814406,7.11630913172346,17.891106269965764,85.76494857604754,8.201633998364919,2022-04-01,2022,4,1,1,10.622615068966388
France,41899.38881912071,7.548304793116709,17.6309980764947,85.77593869742138,7.993349638107526,2022-05-01,2022,5,1,1,10.64305038555979
France,40907.06363085211,7.631539260339254,17.635594812996974,84.99091032894441,8.009426188590895,2022-06-01,2022,6,1,1,10.619082477387002
France,41219.14611746826,7.615439930264036,17.51178496856422,85.32567434895302,8.07891369949422,2022-07-01,2022,7,1,1,10.626682399257874
France,41541.83435884844,7.744701083646829,18.05401920700841,85.26805561827126,7.990901663875425,2022-08-01,2022,8,1,1,10.63448032714016
France,41351.28749635945,7.3627232818224035,17.972529013234887,85.4967202281742,8.060644673606605,2022-09-01,2022,9,1,1,10.62988301926899
France,41311.2817267911,7.268219919387675,17.62457500214626,85.12167778913715,8.122126236835445,2022-10-01,2022,10,1,1,10.628915113113607
France,41322.75311135115,7.510426417131878,17.96443808830068,85.79850178302733,8.036094798250558,2022-11-01,2022,11,1,1,10.629192749489945
France,41212.59243338085,8.585080711327691,17.88069193305388,85.74233625352703,7.953595402496181,2022-12-01,2022,12,1,1,10.626523394359722
France,41923.188158687844,7.057829868240317,17.87494733720169,85.66592036766808,7.929352268670712,2023-01-01,2023,1,1,1,10.64361822237006
France,41044.382472455276,7.801271426320465,17.822811791557623,85.35187708538385,7.972866975726187,2023-02-01,2023,2,1,1,10.622433623107943
France,41350.22919576497,7.6393678535048,17.78526824589935,85.4485668259826,7.8961892537077905,2023-03-01,2023,3,1,1,10.629857426630686
France,40821.70776491187,7.195507998751246,17.761300210868367,85.47279070100693,8.041767334228112,2023-04-01,2023,4,1,1,10.616993768434073
France,42250.32536377177,7.489755195167393,17.821047511594635,85.88703559493827,7.940683503909786,2023-05-01,2023,5,1,1,10.651391001850033
France,41600.075821245235,8.163922082258297,18.017735187944854,85.84306518879617,8.09764417844278,2023-06-01,2023,6,1,1,10.635881307002588
France,41870.49433990886,8.089041890024887,17.611416459329902,85.69596353905045,7.951837870953949,2023-07-01,2023,7,1,1,10.642360548366975
France,41388.4150269035,8.524061270226914,17.48742819983639,85.477123692478,8.12972308074847,2023-08-01,2023,8,1,1,10.630780451444148
France,41311.28146316216,7.9280224394309755,17.870585425584387,85.43384475195975,7.911666244443427,2023-09-01,2023,9,1,1,10.628915106732236
France,41653.478570810265,7.578510713320291,17.877168148454064,85.47969893333831,8.070542216643666,2023-10-01,2023,10,1,1,10.637164170525121
France,41480.02940372017,8.169667716097674,17.704389181121645,85.22441785024809,8.003974531836406,2023-11-01,2023,11,1,1,10.632991478904387
France,41517.89297422457,8.725487132909333,17.809172660162282,85.28179799309424,8.160126895825963,2023-12-01,2023,12,1,1,10.633903855013815
Germany,48193.334447609566,2.333997616009804,14.73877559187755,89.93394509580396,10.0,2021-01-01,2021,1,1,0,10.782996750549307
Germany,48161.61023899825,2.5067661954207097,15.088796216862074,89.04135685647957,9.856068189479611,2021-02-01,2021,2,1,1,10.782338277828721
Germany,48095.888295235585,3.307674852877521,15.250780361770179,90.00656913234891,10.0,2021-03-01,2021,3,1,1,10.780972761594464
Germany,48371.57288888655,3.0400805421999273,15.117024932295402,89.96317024013312,9.835318291376117,2021-04-01,2021,4,1,1,10.786688256233829
Germany,48783.886601571416,3.847944292944809,15.05656422557787,89.82110291149972,9.999457787336663,2021-05-01,2021,5,1,1,10.795175843086575
Germany,48286.01857426899,3.4218933155620674,15.151107133156854,89.26758551562432,10.0,2021-06-01,2021,6,1,1,10.784918036938173
Germany,47531.1016090682,2.738652162126525,14.899253684611013,89.24521883245677,9.883018991354266,2021-07-01,2021,7,1,1,10.769160585105777
Germany,48665.75643812863,2.128756049853945,15.057084693747939,89.50673704390023,10.0,2021-08-01,2021,8,1,1,10.792751456639744
Germany,48963.95516988416,2.7017789836198247,15.047156669437678,89.9781428436438,9.981939680673909,2021-09-01,2021,9,1,1,10.798860120600185
Germany,49280.12324614936,3.580573377626406,15.105474414697026,89.72145913668743,9.95128762269203,2021-10-01,2021,10,1,1,10.805296391091906
Germany,49186.49148757219,3.3379268330737966,15.498733615906358,89.81384242899146,10.0,2021-11-01,2021,11,1,1,10.80339463209895
Germany,48566.74948061306,2.490880898293681,15.416581429498564,89.37505893543673,9.971290207953295,2021-12-01,2021,12,1,1,10.79071499868078
Germany,48197.497436693484,2.6864118551162335,15.502464907693948,89.85523175291787,10.0,2022-01-01,2022,1,1,1,10.783083126040204
Germany,47961.52880511311,2.804319688627219,15.13353393125755,89.07492223858698,10.0,2022-02-01,2022,2,1,1,10.77817533513075
Germany,48728.082819409065,2.5401246210762047,14.898226461521947,89.53417745637954,9.968337999032457,2022-03-01,2022,3,1,1,10.794031313977866
Germany,48975.0931066161,2.6408676698177977,15.314541874579325,89.94008481820215,9.924162944516473,2022-04-01,2022,4,1,1,10.799087562249543
Germany,49310.795805087866,3.31555219285389,14.775248263142545,90.06397975936763,10.0,2022-05-01,2022,5,1,1,10.805918597234562
Germany,48802.87511893817,2.6553146286382825,14.86224442834089,89.67634518033834,9.972891986039613,2022-06-01,2022,6,1,1,10.795564996863538
Germany,48357.40167945438,3.1031033526148453,15.22794674465547,89.86651163252724,9.927706987214288,2022-07-01,2022,7,1,1,10.786395253716346
Germany,48880.8573603883,3.612960477004917,15.126170085192852,89.66837377473716,10.0,2022-08-01,2022,8,1,1,10.79716159149484
Germany,48866.00373799259,3.156981746542351,15.029404285227903,90.18564751694176,10.0,2022-09-01,2022,9,1,1,10.796857677518899
Germany,47879.21992239105,3.381563104675835,15.393119258462084,89.76839860731315,10.0,2022-10-01,2022,10,1,1,10.77645775286084
Germany,48469.67835068635,3.376887386896572,15.216125294980428,90.20343411838722,9.889238685139553,2022-11-01,2022,11,1,1,10.788714324010446
Germany,48656.731598289385,2.1997386206064666,15.186915857809995,89.63169592154115,9.96810739498016,2022-12-01,2022,12,1,1,10.792565997870893
Germany,47705.78262482188,3.491687492403748,15.086977471469107,89.80394918466087,9.939949645842272,2023-01-01,2023,1,1,1,10.772828860160402
Germany,48999.12134300013,2.2416139259813836,15.14801317852286,90.05445799439886,9.848673537254182,2023-02-01,2023,2,1,1,10.799578053477456
Germany,48761.93931739216,2.9821252763789836,15.137365813780583,89.46852104770342,10.0,2023-03-01,2023,3,1,1,10.794725863103057
Germany,48178.402714318756,3.34242276793151,15.094418953919064,89.77648511744393,10.0,2023-04-01,2023,4,1,1,10.782686879128939
Germany,48554.94109785832,2.6799932535611357,15.080025176673045,90.29835017840584,9.844492131101935,2023-05-01,2023,5,1,1,10.790471836940476
Germany,47717.82879305071,2.53579693687626,15.008210134413819,89.56179473055307,9.917808062373224,2023-06-01,2023,6,1,1,10.77308133259655
Germany,48147.569062231516,2.296274686426792,15.064705197089914,89.3343720537883,10.0,2023-07-01,2023,7,1,1,10.782046698450955
Germany,48516.619418588416,3.489705815626661,14.982976649436726,89.50360579937575,9.856457559177125,2023-08-01,2023,8,1,1,10.789682297934041
Germany,49093.935583156854,2.347725422543247,14.970256134698777,89.62093636886028,9.968732800705833,2023-09-01,2023,9,1,1,10.801511163516917
Germany,48768.920243707784,3.3607400168850132,15.180344212066435,89.58124034982441,9.92896413194947,2023-10-01,2023,10,1,1,10.794869013347169
Germany,48375.21606536679,3.525692460091812,15.407851327153763,89.42465962813688,10.0,2023-11-01,2023,11,1,1,10.786763568318277
Germany,48865.775625642134,3.900556076362665,15.511376146119217,89.77205733383494,9.940312941295014,2023-12-01,2023,12,1,1,10.796853009483918
India,2104.3639527703444,7.133329592699336,27.119222575748346,45.07902487362915,9.116126090718447,2021-01-01,2021,1,1,0,7.652243630349452
India,2134.388326123385,7.254124153364905,26.932418727774365,44.733879789090885,9.031322298978694,2021-02-01,2021,2,1,1,7.666403794895591
India,2112.4875648400875,6.699940912798335,26.907164477464057,44.81301758312186,8.795425755987663,2021-03-01,2021,3,1,1,7.6560947363084795
India,2072.34626906659,6.368823388759072,27.067206632515045,44.95979410793686,9.030629466641786,2021-04-01,2021,4,1,1,7.636919136145294
India,2090.7005392507817,6.0369551540673845,27.063520474034977,45.12611025234102,9.140510290763647,2021-05-01,2021,5,1,1,7.645732669264871
India,2113.9885723271636,6.416003140938104,27.02593042262295,44.900349864298065,8.856430043079643,2021-06-01,2021,6,1,1,7.656804688310776
India,2126.174524641824,7.499747255735729,27.362967759402963,45.44998490716647,9.08726933066909,2021-07-01,2021,7,1,1,7.662549863851937
India,2126.7067775872856,5.988111768527019,27.528614886977,45.297099313047354,8.952270830113543,2021-08-01,2021,8,1,1,7.662800048480101
India,2094.9891564902778,7.026348647678943,26.99738581671649,45.48709214134527,9.049409207603066,2021-09-01,2021,9,1,1,7.647780871997339
India,2110.7593615091328,7.0525655031299355,27.059784763828286,44.7057514664104,9.028637015148693,2021-10-01,2021,10,1,1,7.65527669965526
India,2068.490551518698,7.301461129300564,26.981899932149908,44.93379400764018,8.918279660641055,2021-11-01,2021,11,1,1,7.635057745591845
India,2075.2984551540076,8.066373710802797,27.05464032914107,45.064449432472074,8.915201142855551,2021-12-01,2021,12,1,1,7.638341998477702
India,2063.2177873345886,7.49922395966202,27.03718069275674,45.021777643979966,8.98571849561811,2022-01-01,2022,1,1,1,7.632506638154385
India,2121.6562019073785,6.5792824180435705,26.84780438816587,44.685936844818734,8.965774287419466,2022-02-01,2022,2,1,1,7.660423508838011
India,2106.153959967867,7.444357455087338,27.034362818524528,45.3712199267756,9.072995188655728,2022-03-01,2022,3,1,1,7.653093481836064
India,2138.3364492651954,7.066412417905418,27.29957646978784,44.99142006568874,8.975174679427944,2022-04-01,2022,4,1,1,7.668250989497295
India,2148.1494179613987,6.787134657550377,26.775182248321485,44.61568993194529,8.947747746248291,2022-05-01,2022,5,1,1,7.672827423290809
India,2068.00842360634,7.191093740575368,26.870610388637854,45.147883019725974,9.041090727415616,2022-06-01,2022,6,1,1,7.63482474907913
India,2115.913414824714,7.654008061160104,26.98622613377503,45.3792561615033,8.983072239642597,2022-07-01,2022,7,1,1,7.6577143703573505
India,2080.2407971726834,7.951313719548729,26.587546822676345,45.0738341079679,9.00280760797959,2022-08-01,2022,8,1,1,7.640719531940087
India,2097.262512331881,6.615870607369673,26.767796062025766,44.841347361696315,8.956533311435992,2022-09-01,2022,9,1,1,7.648864906167786
India,2095.6885967821718,6.144083896499262,27.024688175671685,45.137295258927544,8.964534847895422,2022-10-01,2022,10,1,1,7.648114520486225
India,2098.6807666007594,6.295800064643787,26.915002075473947,45.24203223537027,9.03118515982256,2022-11-01,2022,11,1,1,7.6495405962515255
India,2106.9650537032903,6.725945863934784,26.90777134576872,44.868699138737895,9.1518716433095,2022-12-01,2022,12,1,1,7.653478331584222
India,2139.4549567093895,7.21490643494658,26.94088519649947,44.82770259427851,9.098222750611061,2023-01-01,2023,1,1,1,7.668773682013617
India,2122.6803524639445,7.670641756346579,27.08755463162995,44.981402130599264,8.90728792921678,2023-02-01,2023,2,1,1,7.66090587784636
India,2053.668352650557,7.304474781018892,27.15841997195935,45.119490956652285,9.106061695395459,2023-03-01,2023,3,1,1,7.627869728334777
India,2143.8234538445595,7.081731913397346,26.81766539968979,45.35692346003038,9.109712123753935,2023-04-01,2023,4,1,1,7.670812522074828
India,2062.2770341208216,7.404296610696789,26.741612854415806,45.15659132789512,9.141475791024353,2023-05-01,2023,5,1,1,7.63205079107486
India,2116.6668216523813,6.353811184078445,27.25373736452507,45.52120392004045,9.010537209824633,2023-06-01,2023,6,1,1,7.6580702057854415
India,2105.818507224179,7.198492376249747,27.13148523024663,45.11458026186578,9.05144391020354,2023-07-01,2023,7,1,1,7.652934272089437
India,2099.839373694803,7.658898852513802,27.006698582396783,45.35104115576016,9.056191483749666,2023-08-01,2023,8,1,1,7.650092245611475
India,2089.5680959222486,6.602501282568533,27.034583803544507,44.70673827229046,9.090939688366571,2023-09-01,2023,9,1,1,7.645191124254259
India,2120.859734103911,7.764323771647149,27.30198067970759,45.198852927752704,9.08767776709633,2023-10-01,2023,10,1,1,7.660048216189886
India,2093.854397897747,7.119182472784299,27.094011059275346,44.4812451115694,8.92588542594693,2023-11-01,2023,11,1,1,7.64723933013087
India,2077.956340141356,7.2826796138532055,26.65472802604731,45.03122808630155,9.00086528033908,2023-12-01,2023,12,1,1,7.639621287224493
Indonesia,4317.8829687533735,5.5912277300131805,27.315771353834997,73.26930910910502,7.993613635272209,2021-01-01,2021,1,1,0,8.37075207575481
Indonesia,4370.5813698613765,7.099754679701219,27.128327489155215,73.7892985309638,8.179283628881993,2021-02-01,2021,2,1,1,8.382880092164143
Indonesia,4286.368683183456,6.277558246060462,27.23699216246134,73.63230660504776,8.052409822047839,2021-03-01,2021,3,1,1,8.363428463176222
Indonesia,4244.580048587125,6.5619166977617835,27.389699028367133,73.60883950396048,8.066015863140555,2021-04-01,2021,4,1,1,8.353633732187381
Indonesia,4418.804324440624,7.389864901765559,27.43691427439459,73.9689853030394,7.8244921741295155,2021-05-01,2021,5,1,1,8.39385070360323
Indonesia,4330.955324055638,6.039181750449797,26.723655674111132,73.54371120507822,8.121357454313147,2021-06-01,2021,6,1,1,8.373774295061155
Indonesia,4263.923535724074,6.672466654262673,27.338657913379386,73.36474471041876,7.8672470672302435,2021-07-01,2021,7,1,1,8.358179531447146
Indonesia,4330.476139831729,5.876629528156051,27.41473046664647,73.88542320073557,7.91206200318234,2021-08-01,2021,8,1,1,8.373663672791816
Indonesia,4311.249746454487,6.310085380498495,27.54068886663282,74.75472633126333,8.183347351588539,2021-09-01,2021,9,1,1,8.369215029848165
Indonesia,4329.816062346063,6.177467655682832,27.113399240896246,73.66042630669118,8.10393600513608,2021-10-01,2021,10,1,1,8.373511270293369
Indonesia,4294.686209961363,6.1615197830764945,27.532936715507912,74.36125011762103,7.915538399538683,2021-11-01,2021,11,1,1,8.365366591146993
Indonesia,4253.3579037388845,6.274834818980826,27.620653166305612,73.84859631314991,7.814597501115316,2021-12-01,2021,12,1,1,8.355699125681172
Indonesia,4301.534998631927,5.8585701947635505,27.370400315791073,73.50146704609436,7.8562938156359845,2022-01-01,2022,1,1,1,8.366959662539983
Indonesia,4330.804728859162,6.580188452384827,27.28766142866881,73.70805962104524,8.194813579441274,2022-02-01,2022,2,1,1,8.373739530664272
Indonesia,4312.187084591443,6.285945732914195,27.265352772064997,73.5405090213485,8.095193326184045,2022-03-01,2022,3,1,1,8.369432372612133
Indonesia,4315.144479585338,6.147098379009391,27.245157665105634,73.7051077825791,7.976245589743811,2022-04-01,2022,4,1,1,8.370117801161886
Indonesia,4218.339960364115,5.948084220745162,27.27008255841022,74.37993244306973,7.926887744839027,2022-05-01,2022,5,1,1,8.347433987300475
Indonesia,4337.236063199842,6.327229571307329,27.16987441071332,73.8498425477374,8.133676089550818,2022-06-01,2022,6,1,1,8.375223107425798
Indonesia,4279.465577802184,6.652993684213957,27.235880847489415,73.40305669017847,8.062637720264869,2022-07-01,2022,7,1,1,8.361817062520066
Indonesia,4216.983014405221,7.749649457532133,27.62857346906971,74.44580055028409,7.8665159867312635,2022-08-01,2022,8,1,1,8.347112334099654
Indonesia,4339.6126825614165,5.8617282994769155,27.510895652774263,73.7132926727451,8.216447533161505,2022-09-01,2022,9,1,1,8.37577078822785
Indonesia,4322.841701612656,6.683115738322326,27.50845502725934,73.9991068752283,7.994598068721552,2022-10-01,2022,10,1,1,8.371899568841197
Indonesia,4260.995697033067,6.6829899240503225,27.425448450219594,74.21867080511934,7.886707311522487,2022-11-01,2022,11,1,1,8.357492803045915
Indonesia,4298.218352025062,5.911330212189262,27.220963222121956,72.95807890425759,8.042438049659141,2022-12-01,2022,12,1,1,8.3661885065591
Indonesia,4208.655648389632,5.7989623581902805,27.299058108057302,74.39005066399683,7.918407379580649,2023-01-01,2023,1,1,1,8.345136129599458
Indonesia,4285.3402163870005,6.309283058224902,27.527783775854417,73.54733182998133,8.103659602659294,2023-02-01,2023,2,1,1,8.363188551414945
Indonesia,4301.332036335224,5.670033940997356,27.20232023360349,74.2593920444617,7.847786646497016,2023-03-01,2023,3,1,1,8.36691248870315
Indonesia,4256.718887955587,5.875606525028192,27.416453413335073,73.1052526410773,7.90553358501141,2023-04-01,2023,4,1,1,8.356488823536024
Indonesia,4283.1900123369505,6.598406641306221,27.022940093533684,73.76688779256742,8.228987682669215,2023-05-01,2023,5,1,1,8.36268678453757
Indonesia,4350.706054241411,6.3645256878118195,27.334974022628746,73.46434991166585,7.910720723203127,2023-06-01,2023,6,1,1,8.37832324357117
Indonesia,4397.804198855684,6.712465685909232,27.44766180108543,73.72671034955627,8.052420947211717,2023-07-01,2023,7,1,1,8.389088009982038
Indonesia,4276.529880215257,6.007575903318327,27.182829492322536,73.85463298892333,8.07868863964278,2023-08-01,2023,8,1,1,8.361130991180936
Indonesia,4263.623119864619,5.527509184784453,26.83638935093632,73.54578433906586,8.116043222075339,2023-09-01,2023,9,1,1,8.358109090221673
Indonesia,4258.141812950122,6.079481453653017,27.339387754405443,73.73324443999701,8.045647994421495,2023-10-01,2023,10,1,1,8.356822966610038
Indonesia,4335.46532695073,6.000246941669479,27.226328293341,74.03987251497135,7.916788202359972,2023-11-01,2023,11,1,1,8.374814854462597
Indonesia,4301.614404100018,6.636316534922615,27.33268290542388,73.97303253900714,7.940077076900963,2023-12-01,2023,12,1,1,8.366978117877451
Italy,34182.21930246407,10.079028449523824,15.432524867814273,74.43930773211189,9.952003405650553,2021-01-01,2021,1,1,0,10.439490138965246
Italy,34525.99623607714,9.544677622420696,14.90984668653178,74.56391982292202,10.0,2021-02-01,2021,2,1,1,10.449496796622697
Italy,34738.460166237644,9.657826122262524,15.114457619404526,74.6304040894312,9.910980511638686,2021-03-01,2021,3,1,1,10.455631500418104
Italy,33307.093029921125,10.09332462962744,15.143289002350649,73.96200438763665,10.0,2021-04-01,2021,4,1,1,10.413555680372138
Italy,34458.98055346844,9.460557800113813,14.906051150225167,74.74875557757474,9.848387807219572,2021-05-01,2021,5,1,1,10.447553945759894
Italy,33534.921104259265,9.419532120341866,14.665140014142045,74.66299660692954,10.0,2021-06-01,2021,6,1,1,10.420372415109341
Italy,33703.28665665561,9.284905994259754,15.389042372841772,74.45657078029093,10.0,2021-07-01,2021,7,1,1,10.425380308745387
Italy,34785.5571566937,9.975857615523504,15.638504123812568,74.21194985162725,10.0,2021-08-01,2021,8,1,1,10.45698630253315
Italy,34556.99920942241,9.606107609712405,14.824189440452638,74.62933747460401,9.902656124281652,2021-09-01,2021,9,1,1,10.450394327996234
Italy,34264.61373420336,9.491539988492278,14.78434465737085,74.83270924947085,10.0,2021-10-01,2021,10,1,1,10.44189761526192
Italy,34330.33892417501,9.919339031683798,14.954373459020385,74.63712360732828,10.0,2021-11-01,2021,11,1,1,10.443813887269263
Italy,34455.12816670046,9.82185620758579,15.697051864028975,73.99800787639793,10.0,2021-12-01,2021,12,1,1,10.447442146447845
Italy,34169.87292971634,9.275457236121582,15.231562858952877,74.53862090079932,9.926640747843013,2022-01-01,2022,1,1,1,10.439128891453098
Italy,35218.2988271233,9.100480026765037,15.176291341277299,74.28101483017649,10.0,2022-02-01,2022,2,1,1,10.469349473479602
Italy,34325.54414057154,9.707760726686251,15.096454691158742,74.04344661767038,10.0,2022-03-01,2022,3,1,1,10.443674215511345
Italy,34127.64604316409,10.919736504392104,14.832912457185943,74.55983257819715,10.0,2022-04-01,2022,4,1,1,10.437892370535598
Italy,34261.382534219716,9.669509500149065,15.245707545693035,74.26073537678498,9.946074625533301,2022-05-01,2022,5,1,1,10.441803312198589
Italy,34559.5732137602,9.705500053437492,15.325157230438615,74.32594992610154,10.0,2022-06-01,2022,6,1,1,10.450468808826747
Italy,34988.69141260963,9.169902082798625,14.78293847141373,74.66715815587638,10.0,2022-07-01,2022,7,1,1,10.46280876602046
Italy,33855.52532124183,9.962345453889347,15.096530414691227,73.89768284866494,9.912416974282163,2022-08-01,2022,8,1,1,10.429887031438621
Italy,34249.438898803724,9.343970263388341,15.00446226602937,75.25333679116451,10.0,2022-09-01,2022,9,1,1,10.441454658171878
Italy,34055.401026667234,9.347819023126949,15.064743867316588,74.87306780621937,9.856489141912158,2022-10-01,2022,10,1,1,10.435773282945682
Italy,33735.51508817336,9.31050292654802,14.982093297339544,73.8546806077251,9.951064451403113,2022-11-01,2022,11,1,1,10.42633606351512
Italy,34309.23583908644,9.69515434720076,14.67715265113422,74.09046886692359,9.915111282390141,2022-12-01,2022,12,1,1,10.44319900959997
Italy,34314.869049381174,10.00503032465217,15.007802551297933,74.41844363616462,9.938840613466958,2023-01-01,2023,1,1,1,10.443363180663345
Italy,34156.78785447966,10.188870784792067,14.951584087068916,74.76930979265302,10.0,2023-02-01,2023,2,1,1,10.43874588744727
Italy,34397.32728552507,9.491783037538376,15.094644973688165,74.62094428581187,10.0,2023-03-01,2023,3,1,1,10.445763216758452
Italy,34440.758143651234,9.878056176729183,15.239321589547986,74.76092024301091,10.0,2023-04-01,2023,4,1,1,10.447025006705912
Italy,34212.0448657267,9.24990545428781,15.34626879131707,74.27041738921827,9.87972988131216,2023-05-01,2023,5,1,1,10.440362279147633
Italy,34079.571018912204,10.103129233935395,14.95374807671993,74.93932909632473,9.918923601438301,2023-06-01,2023,6,1,1,10.436482736052655
Italy,34553.11305465185,10.237520990505125,14.826112023943628,74.79335297682272,10.0,2023-07-01,2023,7,1,1,10.450281868554688
Italy,33748.48068674516,9.92996097353296,15.163559323221946,74.52797567995925,9.972664781997196,2023-08-01,2023,8,1,1,10.426720309122892
Italy,33500.527504556274,10.120228611248049,14.917412440118161,74.59900630845634,10.0,2023-09-01,2023,9,1,1,10.419346313924573
Italy,34072.32414881263,9.133797522894685,14.896797934318572,74.7053584410196,10.0,2023-10-01,2023,10,1,1,10.436270074102548
Italy,34013.52286414563,10.153352117477478,15.281964220962076,75.01180528467968,10.0,2023-11-01,2023,11,1,1,10.434542855461777
Italy,34090.01651518378,10.23448474496097,15.648255990902216,74.4549402746804,9.833919564568184,2023-12-01,2023,12,1,1,10.43678918326127
Japan,39613.15045807321,3.0804042043129267,14.954886380946773,92.86082986209848,9.959590912279676,2021-01-01,2021,1,1,0,10.586941668213527
Japan,39875.694390769764,2.577631904716631,14.48138021492724,93.14379780371925,10.0,2021-02-01,2021,2,1,1,10.593547331742851
Japan,40417.98748620453,2.175416233101393,14.361661577523433,92.6984023277185,9.888416726374025,2021-03-01,2021,3,1,1,10.607054940822103
Japan,40864.70679924073,2.502424613492525,14.60313092789221,92.73559371582932,9.947794157162447,2021-04-01,2021,4,1,1,10.618046525756627
Japan,40039.26233675773,2.2908714787786297,14.489941594490167,93.25176259104506,10.0,2021-05-01,2021,5,1,1,10.59764078527477
Japan,40281.83676312997,2.7578451513897324,14.259012269926712,93.24179558267802,9.983222824421075,2021-06-01,2021,6,1,1,10.603680770448278
Japan,40106.100207527794,2.5166006527491716,14.730022182875663,93.58821039519336,9.871174897194187,2021-07-01,2021,7,1,1,10.599308660152806
Japan,39865.62649452726,2.4269924819024196,14.28167499348141,92.85570262192475,9.978872916948717,2021-08-01,2021,8,1,1,10.59329482416769
Japan,40082.14615664262,2.873103966988058,14.735816336151368,92.81168917259531,10.0,2021-09-01,2021,9,1,1,10.598711229600246
Japan,40432.2439178322,1.9654799359288468,14.423073722114687,92.90475398265689,9.915610004691267,2021-10-01,2021,10,1,1,10.607407594831221
Japan,40018.14590577294,2.869280958116019,15.172510299260658,93.11239609323083,9.969217058427521,2021-11-01,2021,11,1,1,10.597113266225154
Japan,40127.782983647245,2.6323047780927746,13.859368948880023,93.18269470792866,10.0,2021-12-01,2021,12,1,1,10.599849135954527
Japan,40267.87271398381,1.6915396507681555,14.45288588852389,92.9037670717441,10.0,2022-01-01,2022,1,1,1,10.603334060257353
Japan,39609.15336138649,2.2987106079519872,14.765692297581657,92.65104871063139,10.0,2022-02-01,2022,2,1,1,10.58684076239303
Japan,39960.93449704287,2.910328500705547,14.48417917680937,92.76816274578974,9.89273665898462,2022-03-01,2022,3,1,1,10.595682642427631
